,index,Unnamed: 0,Name,TypeObject,OperatingCompany,IsNetObject,TypeService,Address,District,AdmArea,Longitude_WGS84,Latitude_WGS84,Xs,Ys
2846,51446,51446,Пятерочка,Супермаркет,Пятерочка,да,реализация продовольственных товаров,"город Москва, улица Речников, дом 21, строение 6",район Нагатинский Затон,Южный административный округ,37.69036699999997,55.67907673515521,1912425.882803855,6406389.531046025
2847,51477,51477,Fix Price,Универсам,Fix Price,да,реализация продовольственных товаров,"город Москва, Лермонтовский проспект, дом 2, корпус 1",район Выхино-Жулебино,Юго-Восточный административный округ,37.844945,55.703974742342595,1920903.82750438,6412334.199800949
2848,51498,51498,Apart,Универмаг,,нет,реализация непродовольственных товаров,"город Москва, Шереметьевская улица, дом 20",район Марьина Роща,Северо-Восточный административный округ,37.61819700000001,55.80332177118038,1903418.2448768,6418266.325766705
2849,51500,51500,MTS,Универмаг,,нет,реализация непродовольственных товаров,"город Москва, Шереметьевская улица, дом 20",район Марьина Роща,Северо-Восточный административный округ,37.61819700000001,55.80332177118038,1903418.2448768,6418266.325766705
2850,51505,51505,Flowers,Универмаг,,нет,реализация непродовольственных товаров,"город Москва, Шереметьевская улица, дом 20",район Марьина Роща,Северо-Восточный административный округ,37.61819700000001,55.80332177118038,1903418.2448768,6418266.325766705
2851,51507,51507,Fix Price,Универсам,Fix Price,да,реализация продовольственных товаров,"город Москва, Рязанский проспект, дом 99А",район Выхино-Жулебино,Юго-Восточный административный округ,37.816446000000006,55.712584744831794,1918847.8194097436,6412658.745745627
2852,51535,51535,За хлебом,Универсам,,нет,реализация продовольственных товаров,"город Москва, Перовская улица, дом 66, корпус 5",район Новогиреево,Восточный административный округ,37.801922,55.74429475401576,1916777.5773966287,6415767.858897353
2853,51571,51571,Мой Маркет,Супермаркет,,нет,реализация продовольственных товаров,"город Москва, Ходынский бульвар, дом 20А, строение 1",Хорошёвский район,Северный административный округ,37.52260700000002,55.79015376734346,1898101.8900373192,6414851.401027285
2854,51621,51621,Магнолия,Супермаркет,Магнолия,да,реализация продовольственных товаров,"город Москва, Ленинградское шоссе, дом 15",Войковский район,Северный административный округ,37.495316000000024,55.81985977600559,1895346.98412483,6417485.937951674
2855,51667,51667,Билла,Супермаркет,Билла,да,реализация продовольственных товаров,"город Москва, Лобненская улица, дом 14",Дмитровский район,Северный административный округ,37.52507000000001,55.893966797713794,1894410.7290320785,6426093.158907938
2856,51669,51669,Пятерочка,Супермаркет,Пятерочка,да,реализация продовольственных товаров,"город Москва, улица Свободы, дом 23",район Покровское-Стрешнево,Северо-Западный административный округ,37.45296499999999,55.83358278001481,1892270.3280328372,6418085.718653453
2857,51670,51670,Пятерочка,Супермаркет,Пятерочка,да,реализация продовольственных товаров,"город Москва, улица Авиаторов, дом 18",район Солнцево,Западный административный округ,37.40012000000001,55.644680725252286,1896005.055458721,6396615.1022527525
2858,52391,52391,ДАВ-2000,Универмаг,,нет,реализация непродовольственных товаров,"город Москва, город Московский, 1-й микрорайон, владение 5Д, строение 1",поселение Московский,Новомосковский административный округ,37.350140321422685,55.60204725977354,1894516.7026315853,6390978.092692058
2859,52724,52724,Магнит,Универсам,Магнит,да,реализация продовольственных товаров,"город Москва, улица Юных Ленинцев, дом 16",район Текстильщики,Юго-Восточный административный округ,37.743505,55.69960174107907,1914895.7583714584,6409720.223434485
2860,52737,52737,Супермаркет «Перекресток»,Супермаркет,Перекресток,да,реализация продовольственных товаров,"город Москва, улица Борисовские Пруды, дом 26",район Братеево,Южный административный округ,37.758223,55.639991723904636,1918016.895447808,6403607.023057844
2861,52757,52757,Пятерочка,Супермаркет,Пятерочка,да,реализация продовольственных товаров,"город Москва, город Зеленоград, корпус 1541",район Крюково,Зеленоградский административный округ,37.17671115996149,55.96938394886895,1870553.5354021816,6427042.474826391
2862,52758,52758,Пятерочка,Супермаркет,Пятерочка,да,реализация продовольственных товаров,"город Москва, поселение Филимонковское, посёлок Марьино, Кнутовская улица, владение 16",поселение Филимонковское,Новомосковский административный округ,37.331493,55.548358697682644,1895340.9415058203,6384797.335839476
2863,52759,52759,Пятерочка,Супермаркет,Пятерочка,да,реализация продовольственных товаров,"город Москва, поселение Воскресенское, деревня Ямонтово, владение 71",поселение Воскресенское,Новомосковский административный округ,37.45262321380951,55.52693305580273,1903539.2885714308,6385003.586171812
2864,52788,52788,4 Only,Универмаг,,нет,реализация непродовольственных товаров,"город Москва, Шереметьевская улица, дом 20",район Марьина Роща,Северо-Восточный административный округ,37.61819700000001,55.80332177118038,1903418.2448768,6418266.325766705
2865,52796,52796,Пятерочка,Универсам,Пятерочка,да,реализация продовольственных товаров,"город Москва, Кубанская улица, дом 18/1",район Люблино,Юго-Восточный административный округ,37.74519899999999,55.683902736547076,1915584.7319796556,6408064.241527911
2866,52797,52797,Пятерочка,Супермаркет,Пятерочка,да,реализация продовольственных товаров,"город Москва, улица Лихоборские Бугры, дом 6",район Коптево,Северный административный округ,37.548293,55.84239678259243,1897727.603637341,6421018.239190865
2867,52798,52798,Пятерочка,Супермаркет,Пятерочка,да,реализация продовольственных товаров,"город Москва, Лодочная улица, дом 41",район Южное Тушино,Северо-Западный административный округ,37.462021,55.84240878259593,1892494.2725331213,6419225.265594233
2868,52835,52835,ВкусВилл,Супермаркет,ВкусВилл,да,реализация продовольственных товаров,"город Москва, улица Академика Пилюгина, дом 18",Ломоносовский район,Юго-Западный административный округ,37.53467,55.66847273209896,1903333.5965420955,6401983.194909997
2869,52869,52869,Перекресток,Супермаркет,Перекресток,да,реализация продовольственных товаров,"город Москва, Варшавское шоссе, дом 87Б",Нагорный район,Южный административный округ,37.62061900000001,55.653694727844545,1909119.4436913168,6402188.621068047
2870,52880,52880,Francesco Marconi,Универмаг,Francesco Marconi,да,реализация непродовольственных товаров,"город Москва, Шереметьевская улица, дом 20",район Марьина Роща,Северо-Восточный административный округ,37.61819700000001,55.80332177118038,1903418.2448768,6418266.325766705
2871,52909,52909,Фасоль,Супермаркет,Фасоль,да,реализация продовольственных товаров,"город Москва, Погонный проезд, дом 5, корпус 1",район Богородское,Восточный административный округ,37.70534900000001,55.819310775845295,1908111.4128764262,6421815.848017137
2872,52919,52919,EUROSPAR,Супермаркет,"Спар (Spar, EUROSPAR)",да,реализация продовольственных товаров,"город Москва, Долгоруковская улица, дом 2",Тверской район,Центральный административный округ,37.604637,55.77437276275103,1903669.5430542368,6414862.599994381
2873,53022,53022,Станем Друзьями,Универсам,,нет,реализация продовольственных товаров,"город Москва, улица Грекова, дом 3, корпус 3",район Северное Медведково,Северо-Восточный административный округ,37.659985000000006,55.88578879531128,1902884.5263235308,6428026.981105156
2874,53362,53362,БЦ на Давыдковской,Универмаг,,нет,реализация непродовольственных товаров,"город Москва, Давыдковская улица, дом 12, корпус 3",район Фили-Давыдково,Западный административный округ,37.471371999999995,55.722029747564584,1897501.619048911,6406439.235014525
2875,53620,53620,Мираторг,Универсам,Мираторг,да,реализация продовольственных товаров,"город Москва, Боровское шоссе, дом 2, строение 5",район Солнцево,Западный административный округ,37.41992100000001,55.66179573017602,1896584.146166745,6398872.738409356
2876,53724,53724,ПЯТЕРОЧКА,Универсам,Пятерочка,да,реализация продовольственных товаров,"город Москва, Новослободская улица, дом 20",Тверской район,Центральный административный округ,37.59848300000001,55.78246976510653,1902995.2675464463,6415606.635501465
2877,53726,53726,Пятерочка,Универмаг,Пятерочка,да,реализация непродовольственных товаров,"город Москва, Жулебинский бульвар, дом 30, корпус 1",район Выхино-Жулебино,Юго-Восточный административный округ,37.854465000000005,55.68908473804232,1922041.3923264681,6410931.869880845
2878,53761,53761,Магнит,Универсам,Магнит,да,реализация продовольственных товаров,"город Москва, Ленинградское шоссе, дом 80, строение 1",Головинский район,Северный административный округ,37.47693199999999,55.846825783888406,1893235.754552117,6420011.066693509
2879,53810,53810,Магнит,Универсам,Магнит,да,реализация продовольственных товаров,"город Москва, Хвалынский бульвар, дом 4, корпус 1",район Выхино-Жулебино,Юго-Восточный административный округ,37.85112800000001,55.699175740956,1921459.9009105584,6411948.184838952
